CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
OMOP2582122	25 ML Diphenhydramine 20 MG/ML / Humulus lupulus whole extract 245 MG/ML / Potentilla anserina whole extract 63.6 MG/ML / Rauwolfia preparation 2 MG/ML / Valeriana officinalis whole extract 117 MG/ML Oral Solution [Euvegal]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2582558	25 ML Diphenhydramine 20 MG/ML / Humulus lupulus whole extract 245 MG/ML / Potentilla anserina whole extract 63.6 MG/ML / Rauwolfia preparation 2 MG/ML / Valeriana officinalis whole extract 117 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2583546	30 ML Conium maculatum preparation 0.0000015 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gold 0.000002 MG/ML / Rauwolfia preparation 0.015 MG/ML / Viscum album preparation 0.03 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2583611	30 ML Rauwolfia preparation 5 MG/ML Oral Solution [Rauserpol]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2583682	30 ML CRATAEGUS LAEVIGATA FRUIT 4.27 MG/ML / etofylline 8 MG/ML / european olive pollen extract 6.37 MG/ML / Juniperus communis whole extract 3.09 MG/ML / Rauwolfia preparation 0.6 MG/ML / Rutin 18 MG/ML / ... Oral Solution [Arte Rautin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2583984	30 ML CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Rauwolfia preparation 100 MG/ML / Ruta graveolens flowering top extract 90 MG/ML / Rutin 1 MG/ML / Viscum album preparation 100 MG/ML Oral Solution [Dreluso]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2584030	30 ML Allium sativum whole extract 1.8 MG/ML / CRATAEGUS LAEVIGATA FRUIT 45 MG/ML / Rauwolfia preparation 300 MG/ML / Viscum album preparation 450 MG/ML Oral Solution [Asgoviscum] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2584147	30 ML Ammonium 0.025 MG/ML / Apocynum cannabinum root extract 0.15 MG/ML / Arnica extract 0.15 MG/ML / Atropa belladonna fruiting top extract 0.0124 MG/ML / Cinnamomum camphora leaf extract 124 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2584255	30 ML Berberis vulgaris whole extract 0.04 MG/ML / Citrullus colocynthis fruit extract 0.03 MG/ML / VERATRUM ALBUM Preparation 0.003 MG/ML Oral Solution [Berberis Homaccord] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2584415	30 ML CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Rauwolfia preparation 100 MG/ML / Ruta graveolens flowering top extract 90 MG/ML / Rutin 1 MG/ML / Viscum album preparation 100 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2584749	30 ML Aesculus hippocastanum bark extract 0.077 MG/ML / Arnica extract 0.000077 MG/ML / Cinchona Pubescens Preparation 0.0000000077 MG/ML / Copaifera officinalis Resin 0.0077 MG/ML / Copper Gluconate 0.00000077 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2585956	30 ML CRATAEGUS LAEVIGATA FRUIT 72.7 MG/ML / Melissa officinalis extract 2.8 MG/ML / Mentha piperita extract 2.8 MG/ML / Rauwolfia preparation 5 MG/ML / Rutin 10 MG/ML / Thymus vulgaris whole extract 1.87 MG/ML / ... Oral Solution [Viscoserpin] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2585958	30 ML CRATAEGUS LAEVIGATA FRUIT 4.27 MG/ML / etofylline 8 MG/ML / european olive pollen extract 6.37 MG/ML / Juniperus communis whole extract 3.09 MG/ML / Rauwolfia preparation 0.6 MG/ML / Rutin 18 MG/ML / ... Oral Solution [Arte Rautin] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2586407	30 ML CRATAEGUS LAEVIGATA FRUIT 4.27 MG/ML / etofylline 8 MG/ML / european olive pollen extract 6.37 MG/ML / Juniperus communis whole extract 3.09 MG/ML / Rauwolfia preparation 0.6 MG/ML / Rutin 18 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2586703	30 ML Apocynum cannabinum root extract 0.0075 MG/ML / Conium maculatum preparation 0.000075 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gold 0.000002 MG/ML / Rauwolfia preparation 0.015 MG/ML / Viscum album preparation 0.03 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2586824	30 ML Berberis vulgaris whole extract 0.04 MG/ML / Citrullus colocynthis fruit extract 0.03 MG/ML / VERATRUM ALBUM Preparation 0.003 MG/ML Oral Solution [Berberis Homaccord]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2587101	30 ML Ammonium 0.025 MG/ML / Apocynum cannabinum root extract 0.15 MG/ML / Arnica extract 0.15 MG/ML / Atropa belladonna fruiting top extract 0.0124 MG/ML / Cinnamomum camphora leaf extract 124 MG/ML / ... Oral Solution [Excithol] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2588869	50 ML Arnica extract 0.004 MG/ML / Conium maculatum preparation 0.004 MG/ML / CRATAEGUS LAEVIGATA FRUIT 40 MG/ML / Nitroglycerin 0.004 MG/ML / Rauwolfia preparation 0.04 MG/ML / Selenicereus grandiflorus stem extract 4 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2589340	50 ML VERATRUM ALBUM Preparation 10 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2589531	50 ML Atropine 0.000648 MG/ML / Bile Salts 0.0006 MG/ML / Chelidonium majus extract 0.06 MG/ML / Chionanthus virginicus bark extract 0.0006 MG/ML / Cholic Acid 0.0006 MG/ML / Cynara scolymus leaf extract 0.0006 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2589864	50 ML Arnica extract 0.085 MG/ML / Atropa belladonna fruiting top extract 0.005 MG/ML / Cinchona bark extract 6.5 MG/ML / Daphne mezereum whole extract 0.00165 MG/ML / Gold 0.00165 MG/ML / ... Oral Solution [Pasconal] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2589896	50 ML Allium sativum whole extract 250 MG/ML / CRATAEGUS LAEVIGATA FRUIT 250 MG/ML / Rauwolfia preparation 100 MG/ML / Viscum album preparation 165 MG/ML Oral Solution [Visconisan]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2590225	50 ML Arnica extract 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gelsemium Sempervirens Preparation 0.1 MG/ML / Ginseng Preparation 25 MG/ML / Rauwolfia preparation 200 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2590555	50 ML Arnica extract 0.1 MG/ML / Atropa belladonna fruiting top extract 0.01 MG/ML / Cinchona bark extract 0.5 MG/ML / Conium maculatum preparation 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 50 MG/ML / ... Oral Solution [Rauwolsan] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2590835	50 ML Caffeine 77 MG/ML / Convallaria majalis extract 0.77 MG/ML / CRATAEGUS LAEVIGATA FRUIT 7.7 MG/ML / Delphinium Staphisagria Preparation 0.0077 MG/ML / Digitalis purpurea whole extract 0.0077 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2590939	50 ML Adonis vernalis extract 1 MG/ML / Cinnamomum camphora leaf extract 0.5 MG/ML / CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Potassium 1 MG/ML / Selenicereus grandiflorus stem extract 0.5 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2591240	50 ML Anacardium occidentale fruit extract 0.01 MG/ML / Arsenic 0.00001 MG/ML / Atropa belladonna fruiting top extract 0.00001 MG/ML / Ceanothus americanus whole extract 0.001 MG/ML / ... Oral Solution [Magen Darm Ga] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2591260	50 ML Alpinia officinarum leaf extract 0.5 MG/ML / Arnica extract 20 MG/ML / Camphor 0.2 MG/ML / Chlorophyll 5 MG/ML / Cinchona bark extract 47 MG/ML / Cola acuminata seed extract 2 MG/ML / ... Oral Solution [Retroplex] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2591261	50 ML Alpinia officinarum leaf extract 5 MG/ML / Anamirta cocculus whole extract 0.005 MG/ML / Apomorphine 0.000001 MG/ML / Camphor 10 MG/ML / Cephaelis Ipecacuanha Preparation 0.01 MG/ML / ... Oral Solution [Retroplex]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2591962	50 ML Anacardium occidentale fruit extract 0.01 MG/ML / Arsenic 0.00001 MG/ML / Atropa belladonna fruiting top extract 0.00001 MG/ML / Ceanothus americanus whole extract 0.001 MG/ML / ... Oral Solution [Magen Darm Ga]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2592300	50 ML Barium 0.015 MG/ML / Gold 0.00015 MG/ML / Rauwolfia preparation 0.0002 MG/ML / Viscum album preparation 30 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2592354	50 ML Adonis vernalis extract 100 MG/ML / Arnica montana Extract 50 MG/ML / Convallaria majalis extract 100 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Juniperus communis whole extract 50 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2592642	50 ML Apocynum cannabinum root extract 300 MG/ML / CRATAEGUS LAEVIGATA FRUIT 386 MG/ML / Cytisus scoparius flower extract 94.2 MG/ML / Erysimum preparation 4.8 MG/ML / Gelsemium Sempervirens Preparation 0.1 MG/ML / ... Oral Solution [Rytmopasc] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2593014	50 ML Aconitum napellus extract 0.0018 MG/ML / Arnica extract 0.0018 MG/ML / Atropa belladonna fruiting top extract 0.0018 MG/ML / Barium 0.02 MG/ML / Bromine 0.2 MG/ML / Bryonia preparation 0.0018 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2593287	50 ML Arnica extract 0.1 MG/ML / Atropa belladonna fruiting top extract 0.01 MG/ML / Cinchona bark extract 0.5 MG/ML / Conium maculatum preparation 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 50 MG/ML / ... Oral Solution [Rauwolsan]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2593585	50 ML Convallaria majalis extract 0.0175 MG/ML / CRATAEGUS LAEVIGATA FRUIT 175 MG/ML / Lobelia inflata preparation 0.015 MG/ML / Selenicereus grandiflorus stem extract 1.75 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2593637	50 ML Apocynum cannabinum root extract 300 MG/ML / CRATAEGUS LAEVIGATA FRUIT 386 MG/ML / Cytisus scoparius flower extract 94.2 MG/ML / Erysimum preparation 4.8 MG/ML / Gelsemium Sempervirens Preparation 0.1 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2593675	50 ML Adonis vernalis extract 100 MG/ML / Arnica montana Extract 50 MG/ML / Convallaria majalis extract 100 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Juniperus communis whole extract 50 MG/ML / Rauwolfia preparation 2.16 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2593982	50 ML Adonis vernalis extract 1 MG/ML / Cinnamomum camphora leaf extract 0.5 MG/ML / CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Potassium 1 MG/ML / Selenicereus grandiflorus stem extract 0.5 MG/ML / ... Oral Solution [Metarubini] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2594267	50 ML Artemisia absinthium extract 50 MG/ML / Carica Papaya preparation 10 MG/ML / Gentiana lutea root extract 100 MG/ML / Juglans regia leaf extract 100 MG/ML / Okoubaka aubrevillei bark extract 0.5 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2594514	50 ML CRATAEGUS LAEVIGATA FRUIT 60 MG/ML / Rauwolfia preparation 40 MG/ML / Viscum album preparation 40 MG/ML Oral Solution [Cefatonin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2594515	50 ML CRATAEGUS LAEVIGATA FRUIT 0.0128 MG/ML / Rauwolfia preparation 0.00064 MG/ML / Reserpine 0.00064 MG/ML / Viscum album preparation 0.0064 MG/ML Oral Solution [Homviotensin] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2594741	50 ML Rauwolfia preparation 150 MG/ML / Valeriana officinalis whole extract 100 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2594957	50 ML Aconitum napellus extract 0.01 MG/ML / Bryonia preparation 0.0001 MG/ML / Echinacea purpurea extract 200 MG/ML / ferrous cation 0.0002 MG/ML / VERATRUM ALBUM Preparation 0.01 MG/ML / Zinc Oxide 0.0001 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2595523	50 ML CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Reserpine 0.5 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2595524	50 ML CRATAEGUS LAEVIGATA FRUIT 4 MG/ML / Rauwolfia preparation 0.02 MG/ML / Reserpine 0.0002 MG/ML / Viscum album preparation 2 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2595836	50 ML CRATAEGUS LAEVIGATA FRUIT 4 MG/ML / Rauwolfia preparation 0.02 MG/ML / Reserpine 0.0002 MG/ML / Viscum album preparation 2 MG/ML Oral Solution [Retroplex]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2596280	50 ML Arnica extract 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gelsemium Sempervirens Preparation 0.001 MG/ML / Ginseng Preparation 25 MG/ML / Rauwolfia preparation 200 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2597327	50 ML Arnica extract 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gelsemium Sempervirens Preparation 0.001 MG/ML / Ginseng Preparation 25 MG/ML / Rauwolfia preparation 200 MG/ML Oral Solution [Crataeserpin] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2597420	50 ML Rauwolfia preparation 2 MG/ML / ST. JOHN'S WORT EXTRACT 898 MG/ML Oral Solution [Hyperforat] Box of 1 by Klein Zell	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2597691	50 ML Anamirta cocculus whole extract 0.4 MG/ML / Arnica montana Extract 10 MG/ML / Gold 0.02 MG/ML / Rauwolfia preparation 200 MG/ML / Solidago virgaurea whole extract 60 MG/ML / Viscum album preparation 50 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2598058	50 ML Aconitum napellus extract 0.01 MG/ML / Bryonia preparation 0.0001 MG/ML / Echinacea purpurea extract 200 MG/ML / ferrous cation 0.0002 MG/ML / VERATRUM ALBUM Preparation 0.01 MG/ML / ... Oral Solution [Quadroplex] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2598374	50 ML Anamirta cocculus whole extract 0.4 MG/ML / Arnica montana Extract 10 MG/ML / Gold 0.02 MG/ML / Rauwolfia preparation 200 MG/ML / Solidago virgaurea whole extract 60 MG/ML / Viscum album preparation 50 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2598705	50 ML Arnica extract 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gelsemium Sempervirens Preparation 0.1 MG/ML / Ginseng Preparation 25 MG/ML / Rauwolfia preparation 200 MG/ML Oral Solution [Crataeserpin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2598999	50 ML Conium maculatum preparation 3 MG/ML / CRATAEGUS LAEVIGATA FRUIT 4 MG/ML / Gold 4 MG/ML / Rauwolfia preparation 3 MG/ML / Viscum album preparation 6 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2599316	50 ML Convallaria majalis extract 0.0175 MG/ML / CRATAEGUS LAEVIGATA FRUIT 175 MG/ML / Lobelia inflata preparation 0.015 MG/ML / Selenicereus grandiflorus stem extract 1.75 MG/ML / ... Oral Solution [Wibophorin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2599368	50 ML Arnica extract 0.085 MG/ML / Atropa belladonna fruiting top extract 0.005 MG/ML / Cinchona bark extract 6.5 MG/ML / Daphne mezereum whole extract 0.00165 MG/ML / Gold 0.00165 MG/ML / ... Oral Solution [Pasconal]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2609952	1.1 ML Berberis vulgaris whole extract 0.04 MG/ML / Citrullus colocynthis fruit extract 0.03 MG/ML / VERATRUM ALBUM Preparation 0.003 MG/ML Injectable Solution Box of 5	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2612527	100 ML Ammonium 0.025 MG/ML / Apocynum cannabinum root extract 0.15 MG/ML / Arnica extract 0.15 MG/ML / Atropa belladonna fruiting top extract 0.0124 MG/ML / Cinnamomum camphora leaf extract 124 MG/ML / ... Oral Solution [Excithol]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2613705	100 ML CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Rauwolfia preparation 100 MG/ML / Ruta graveolens flowering top extract 90 MG/ML / Rutin 1 MG/ML / Viscum album preparation 100 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2613706	100 ML CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Nitroglycerin 0.025 MG/ML / Rauwolfia preparation 0.05 MG/ML / Selenicereus grandiflorus stem extract 5 MG/ML / Viscum album preparation 100 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2614149	100 ML Caffeine 20 MG/ML / CRATAEGUS LAEVIGATA FRUIT 196 MG/ML / Humulus lupulus whole extract 192 MG/ML / Niacinamide 5 MG/ML / Potentilla anserina whole extract 50 MG/ML / Rauwolfia preparation 1.2 MG/ML / ... Oral Solution [Vaso Euvegal] Box of 10	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2614174	100 ML Arnica extract 0.15 MG/ML / beef heart preparation 0.00025 MG/ML / Cinnamomum camphora leaf extract 0.075 MG/ML / CRATAEGUS LAEVIGATA FRUIT 85 MG/ML / Gold 0.0025 MG/ML / kalmia latifolia leaf 0.25 MG/ML / ... Oral Solution [Myonasan]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2614177	100 ML Arnica extract 0.004 MG/ML / Conium maculatum preparation 0.004 MG/ML / CRATAEGUS LAEVIGATA FRUIT 40 MG/ML / Nitroglycerin 0.004 MG/ML / Rauwolfia preparation 0.04 MG/ML / ... Oral Solution [Rauwolsan] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2614179	100 ML Arnica extract 0.125 MG/ML / Atropa belladonna fruiting top extract 0.0075 MG/ML / Cinchona bark extract 10 MG/ML / Daphne mezereum whole extract 0.0025 MG/ML / Gold 0.0025 MG/ML / ... Oral Solution [Pasconal] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2614652	100 ML Alpinia officinarum leaf extract 5 MG/ML / Anamirta cocculus whole extract 0.005 MG/ML / Apomorphine 0.000001 MG/ML / Camphor 10 MG/ML / Cephaelis Ipecacuanha Preparation 0.01 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615011	100 ML Arnica extract 0.1 MG/ML / Atropa belladonna fruiting top extract 0.01 MG/ML / Cinchona bark extract 0.5 MG/ML / Conium maculatum preparation 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 50 MG/ML / ... Oral Solution [Rauwolsan] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615413	100 ML Convallaria majalis extract 0.1 MG/ML / CRATAEGUS LAEVIGATA FRUIT 100 MG/ML / Cytisus scoparius flower extract 1 MG/ML / Ferula sumbul root extract 1 MG/ML / kalmia latifolia leaf 1 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615489	100 ML Arnica extract 5 MG/ML / Convallaria majalis extract 10 MG/ML / CRATAEGUS LAEVIGATA FRUIT 400 MG/ML / Gold 0.01 MG/ML / Strychnos ignatii preparation 0.01 MG/ML / Valeriana officinalis whole extract 5 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615520	100 ML Allium sativum whole extract 1.8 MG/ML / CRATAEGUS LAEVIGATA FRUIT 45 MG/ML / Rauwolfia preparation 300 MG/ML / Viscum album preparation 450 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615836	100 ML CRATAEGUS LAEVIGATA FRUIT 700 MG/ML / Rauwolfia preparation 0.1 MG/ML / Selenicereus grandiflorus stem extract 10 MG/ML / Viscum album preparation 100 MG/ML Oral Solution [Homviotensin] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615959	100 ML Alpinia officinarum leaf extract 5 MG/ML / Anamirta cocculus whole extract 0.005 MG/ML / Apomorphine 0.000001 MG/ML / Camphor 10 MG/ML / Cephaelis Ipecacuanha Preparation 0.01 MG/ML / ... Oral Solution [Retroplex] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2615975	100 ML Aesculus hippocastanum bark extract 0.455 MG/ML / Aloe Extract 0.0000455 MG/ML / Arnica extract 0.005 MG/ML / Artemisia abrotanum whole extract 0.00455 MG/ML / Bellis perennis extract 0.00455 MG/ML / ... Oral Solution [Vitafolia Tormentilla]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2616412	100 ML Allium sativum whole extract 1.8 MG/ML / CRATAEGUS LAEVIGATA FRUIT 45 MG/ML / Rauwolfia preparation 300 MG/ML / Tris(Hydroxymethyl)Rutoside 10 MG/ML / Viscum album preparation 450 MG/ML Oral Solution Box of 10	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2616689	100 ML CRATAEGUS LAEVIGATA FRUIT 72 MG/ML / Melissa officinalis extract 2.77 MG/ML / Mentha piperita extract 2.77 MG/ML / Rauwolfia preparation 5 MG/ML / Rutin 10 MG/ML / Thymus vulgaris whole extract 1.85 MG/ML / ... Oral Solution [Viscoserpin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2617273	100 ML Ammonium 0.025 MG/ML / Apocynum cannabinum root extract 0.15 MG/ML / Arnica extract 0.15 MG/ML / Atropa belladonna fruiting top extract 0.0124 MG/ML / Cinnamomum camphora leaf extract 124 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
